Year,State,Type,Length,Expense,Value
2018,Ohio,Private,4-year,Room/Board,11012
2018,Ohio,Public In-State,2-year,Fees/Tuition,3672
2018,Ohio,Public In-State,4-year,Fees/Tuition,10026
2018,Ohio,Public In-State,4-year,Room/Board,11648
2018,Ohio,Public Out-of-State,2-year,Fees/Tuition,7456
2018,Ohio,Public Out-of-State,4-year,Fees/Tuition,24098
2018,Ohio,Public Out-of-State,4-year,Room/Board,11648
2018,Oklahoma,Private,4-year,Fees/Tuition,26240
2018,Oklahoma,Private,4-year,Room/Board,9302
2018,Oklahoma,Public In-State,2-year,Fees/Tuition,3876
2018,Oklahoma,Public In-State,4-year,Fees/Tuition,7623
2018,Oklahoma,Public In-State,4-year,Room/Board,8641
2018,Oklahoma,Public Out-of-State,2-year,Fees/Tuition,9059
2018,Oklahoma,Public Out-of-State,4-year,Fees/Tuition,20200
2018,Oklahoma,Public Out-of-State,4-year,Room/Board,8641
2018,Oregon,Private,4-year,Fees/Tuition,38674
2018,Oregon,Private,4-year,Room/Board,11943
2018,Oregon,Public In-State,2-year,Fees/Tuition,4487
2018,Oregon,Public In-State,4-year,Fees/Tuition,10363
2018,Oregon,Public In-State,4-year,Room/Board,12347
2018,Oregon,Public Out-of-State,2-year,Fees/Tuition,8503
2018,Oregon,Public Out-of-State,4-year,Fees/Tuition,30487
2018,Oregon,Public Out-of-State,4-year,Room/Board,12347
2018,Pennsylvania,Private,4-year,Fees/Tuition,40068
2018,Pennsylvania,Private,4-year,Room/Board,13171
2018,Pennsylvania,Public In-State,2-year,Fees/Tuition,5173
2018,Pennsylvania,Public In-State,4-year,Fees/Tuition,14534
2018,Pennsylvania,Public In-State,4-year,Room/Board,11261
2018,Pennsylvania,Public Out-of-State,2-year,Fees/Tuition,13679
2018,Pennsylvania,Public Out-of-State,4-year,Fees/Tuition,27129
2018,Pennsylvania,Public Out-of-State,4-year,Room/Board,11261
2018,Rhode Island,Private,4-year,Fees/Tuition,40361
2018,Rhode Island,Private,4-year,Room/Board,14516
2018,Rhode Island,Public In-State,2-year,Fees/Tuition,4564
2018,Rhode Island,Public In-State,4-year,Fees/Tuition,12239
2018,Rhode Island,Public In-State,4-year,Room/Board,12041
2018,Rhode Island,Public Out-of-State,2-year,Fees/Tuition,12156
2018,Rhode Island,Public Out-of-State,4-year,Fees/Tuition,29013
2018,Rhode Island,Public Out-of-State,4-year,Room/Board,12041
2018,South Carolina,Private,4-year,Fees/Tuition,24931
2018,South Carolina,Private,4-year,Room/Board,9490
2018,South Carolina,Public In-State,2-year,Fees/Tuition,4502
2018,South Carolina,Public In-State,4-year,Fees/Tuition,12579
2018,South Carolina,Public In-State,4-year,Room/Board,9553
2018,South Carolina,Public Out-of-State,2-year,Fees/Tuition,9480
2018,South Carolina,Public Out-of-State,4-year,Fees/Tuition,30919
2018,South Carolina,Public Out-of-State,4-year,Room/Board,9553
2018,South Dakota,Private,4-year,Fees/Tuition,24219
2018,South Dakota,Private,4-year,Room/Board,7938
2018,South Dakota,Public In-State,2-year,Fees/Tuition,6026
2018,South Dakota,Public In-State,4-year,Fees/Tuition,8540
2018,South Dakota,Public In-State,4-year,Room/Board,7881
2018,South Dakota,Public Out-of-State,2-year,Fees/Tuition,5853
2018,South Dakota,Public Out-of-State,4-year,Fees/Tuition,12060
2018,South Dakota,Public Out-of-State,4-year,Room/Board,7881
2018,Tennessee,Private,4-year,Fees/Tuition,26939
2018,Tennessee,Private,4-year,Room/Board,10223
2018,Tennessee,Public In-State,2-year,Fees/Tuition,4148
2018,Tennessee,Public In-State,4-year,Fees/Tuition,9574
2018,Tennessee,Public In-State,4-year,Room/Board,9376
2018,Tennessee,Public Out-of-State,2-year,Fees/Tuition,16140
2018,Tennessee,Public Out-of-State,4-year,Fees/Tuition,25378
2018,Tennessee,Public Out-of-State,4-year,Room/Board,9376
2018,Texas,Private,4-year,Fees/Tuition,32482
2018,Texas,Private,4-year,Room/Board,11384
2018,Texas,Public In-State,2-year,Fees/Tuition,2209
2018,Texas,Public In-State,4-year,Fees/Tuition,8645
2018,Texas,Public In-State,4-year,Room/Board,9626
2018,Texas,Public Out-of-State,2-year,Fees/Tuition,6418
2018,Texas,Public Out-of-State,4-year,Fees/Tuition,24937
2018,Texas,Public Out-of-State,4-year,Room/Board,9626
2018,Utah,Private,4-year,Fees/Tuition,7548
2018,Utah,Private,4-year,Room/Board,7841
2018,Utah,Public In-State,2-year,Fees/Tuition,3781
2018,Utah,Public In-State,4-year,Fees/Tuition,6557
2018,Utah,Public In-State,4-year,Room/Board,7617
2018,Utah,Public Out-of-State,2-year,Fees/Tuition,12020
2018,Utah,Public Out-of-State,4-year,Fees/Tuition,20168
2018,Utah,Public Out-of-State,4-year,Room/Board,7617
2018,Vermont,Private,4-year,Fees/Tuition,42637
2018,Vermont,Private,4-year,Room/Board,13536
2018,Vermont,Public In-State,2-year,Fees/Tuition,6414
2018,Vermont,Public In-State,4-year,Fees/Tuition,16103
2018,Vermont,Public In-State,4-year,Room/Board,11679
2018,Vermont,Public Out-of-State,2-year,Fees/Tuition,12678
2018,Vermont,Public Out-of-State,4-year,Fees/Tuition,38968
2018,Vermont,Public Out-of-State,4-year,Room/Board,11679
2018,Virginia,Private,4-year,Fees/Tuition,23014
2018,Virginia,Private,4-year,Room/Board,10644
2018,Virginia,Public In-State,2-year,Fees/Tuition,5118
2018,Virginia,Public In-State,4-year,Fees/Tuition,12637
2018,Virginia,Public In-State,4-year,Room/Board,10790
2018,Virginia,Public Out-of-State,2-year,Fees/Tuition,11275
2018,Virginia,Public Out-of-State,4-year,Fees/Tuition,33428
2018,Virginia,Public Out-of-State,4-year,Room/Board,10790
2018,Washington,Private,4-year,Fees/Tuition,36807
2018,Washington,Private,4-year,Room/Board,11711
2018,Washington,Public In-State,2-year,Fees/Tuition,4078
2018,Washington,Public In-State,4-year,Fees/Tuition,6830
2018,Washington,Public In-State,4-year,Room/Board,11492
2018,Washington,Public Out-of-State,2-year,Fees/Tuition,5976
2018,Washington,Public Out-of-State,4-year,Fees/Tuition,28263
2018,Washington,Public Out-of-State,4-year,Room/Board,11492
2018,West Virginia,Private,4-year,Fees/Tuition,12341
2018,West Virginia,Private,4-year,Room/Board,8959
2018,West Virginia,Public In-State,2-year,Fees/Tuition,4076
2018,West Virginia,Public In-State,4-year,Fees/Tuition,7619
2018,West Virginia,Public In-State,4-year,Room/Board,10184
2018,West Virginia,Public Out-of-State,2-year,Fees/Tuition,9410
2018,West Virginia,Public Out-of-State,4-year,Fees/Tuition,21032
2018,West Virginia,Public Out-of-State,4-year,Room/Board,10184
2018,Wisconsin,Private,4-year,Fees/Tuition,33156
2018,Wisconsin,Private,4-year,Room/Board,10176
2018,Wisconsin,Public In-State,2-year,Fees/Tuition,4337
2018,Wisconsin,Public In-State,4-year,Fees/Tuition,8475
2018,Wisconsin,Public In-State,4-year,Room/Board,8069
2018,Wisconsin,Public Out-of-State,2-year,Fees/Tuition,6257
2018,Wisconsin,Public Out-of-State,4-year,Fees/Tuition,23500
2018,Wisconsin,Public Out-of-State,4-year,Room/Board,8069
2018,Wyoming,Public In-State,2-year,Fees/Tuition,3142
2018,Wyoming,Public In-State,4-year,Fees/Tuition,4443
2018,Wyoming,Public In-State,4-year,Room/Board,10043
2018,Wyoming,Public Out-of-State,2-year,Fees/Tuition,7678
2018,Wyoming,Public Out-of-State,4-year,Fees/Tuition,13731
2018,Wyoming,Public Out-of-State,4-year,Room/Board,10043
2019,Alabama,Private,4-year,Fees/Tuition,16119
2019,Alabama,Private,4-year,Room/Board,10076
2019,Alabama,Public In-State,2-year,Fees/Tuition,4770
2019,Alabama,Public In-State,4-year,Fees/Tuition,10138
2019,Alabama,Public In-State,4-year,Room/Board,9845
2019,Alabama,Public Out-of-State,2-year,Fees/Tuition,9612
2019,Alabama,Public Out-of-State,4-year,Fees/Tuition,25782
2019,Alabama,Public Out-of-State,4-year,Room/Board,9845
2019,Alaska,Private,4-year,Fees/Tuition,19315
2019,Alaska,Private,4-year,Room/Board,7473
2019,Alaska,Public In-State,4-year,Fees/Tuition,8396
2019,Alaska,Public In-State,4-year,Room/Board,11167
2019,Alaska,Public Out-of-State,4-year,Fees/Tuition,24454
2019,Alaska,Public Out-of-State,4-year,Room/Board,11167
2019,Arizona,Private,4-year,Fees/Tuition,12711
2019,Arizona,Private,4-year,Room/Board,9708
2019,Arizona,Public In-State,2-year,Fees/Tuition,2161
2019,Arizona,Public In-State,4-year,Fees/Tuition,10666
2019,Arizona,Public In-State,4-year,Room/Board,12439
2019,Arizona,Public Out-of-State,2-year,Fees/Tuition,8516
2019,Arizona,Public Out-of-State,4-year,Fees/Tuition,26383
2019,Arizona,Public Out-of-State,4-year,Room/Board,12439
2019,Arkansas,Private,4-year,Fees/Tuition,23179
2019,Arkansas,Private,4-year,Room/Board,8385
2019,Arkansas,Public In-State,2-year,Fees/Tuition,3291
2019,Arkansas,Public In-State,4-year,Fees/Tuition,8391
2019,Arkansas,Public In-State,4-year,Room/Board,9586
2019,Arkansas,Public Out-of-State,2-year,Fees/Tuition,4698
2019,Arkansas,Public Out-of-State,4-year,Fees/Tuition,20825
2019,Arkansas,Public Out-of-State,4-year,Room/Board,9586
2019,California,Private,4-year,Fees/Tuition,35524
2019,California,Private,4-year,Room/Board,14336
2019,California,Public In-State,2-year,Fees/Tuition,1271
2019,California,Public In-State,4-year,Fees/Tuition,8118
2019,California,Public In-State,4-year,Room/Board,14546
2019,California,Public Out-of-State,2-year,Fees/Tuition,7849
2019,California,Public Out-of-State,4-year,Fees/Tuition,31423
2019,California,Public Out-of-State,4-year,Room/Board,14546
2019,Colorado,Private,4-year,Fees/Tuition,23560
2019,Colorado,Private,4-year,Room/Board,12725
2019,Colorado,Public In-State,2-year,Fees/Tuition,3655
2019,Colorado,Public In-State,4-year,Fees/Tuition,9394
2019,Colorado,Public In-State,4-year,Room/Board,12472
2019,Colorado,Public Out-of-State,2-year,Fees/Tuition,7967
2019,Colorado,Public Out-of-State,4-year,Fees/Tuition,30140
2019,Colorado,Public Out-of-State,4-year,Room/Board,12472
2019,Connecticut,Private,4-year,Fees/Tuition,41807
2019,Connecticut,Private,4-year,Room/Board,14742
2019,Connecticut,Public In-State,2-year,Fees/Tuition,4434
2019,Connecticut,Public In-State,4-year,Fees/Tuition,12959
2019,Connecticut,Public In-State,4-year,Room/Board,13244
2019,Connecticut,Public Out-of-State,2-year,Fees/Tuition,13202
2019,Connecticut,Public Out-of-State,4-year,Fees/Tuition,33709
2019,Connecticut,Public Out-of-State,4-year,Room/Board,13244
2019,Delaware,Private,4-year,Fees/Tuition,14758
2019,Delaware,Private,4-year,Room/Board,11952
2019,Delaware,Public In-State,4-year,Fees/Tuition,10607
2019,Delaware,Public In-State,4-year,Room/Board,12839
2019,Delaware,Public Out-of-State,4-year,Fees/Tuition,30405
2019,Delaware,Public Out-of-State,4-year,Room/Board,12839
2019,District of Columbia,Private,4-year,Fees/Tuition,43143
2019,District of Columbia,Private,4-year,Room/Board,16090
2019,District of Columbia,Public In-State,4-year,Fees/Tuition,5888
2019,District of Columbia,Public Out-of-State,4-year,Fees/Tuition,12416
2019,Florida,Private,4-year,Fees/Tuition,26317
2019,Florida,Private,4-year,Room/Board,12121
2019,Florida,Public In-State,2-year,Fees/Tuition,2506
2019,Florida,Public In-State,4-year,Fees/Tuition,4443
2019,Florida,Public In-State,4-year,Room/Board,10616
2019,Florida,Public Out-of-State,2-year,Fees/Tuition,9111
2019,Florida,Public Out-of-State,4-year,Fees/Tuition,18456
2019,Florida,Public Out-of-State,4-year,Room/Board,10616
2019,Georgia,Private,4-year,Fees/Tuition,28839
2019,Georgia,Private,4-year,Room/Board,12681
2019,Georgia,Public In-State,2-year,Fees/Tuition,2916
2019,Georgia,Public In-State,4-year,Fees/Tuition,7319
2019,Georgia,Public In-State,4-year,Room/Board,10683
2019,Georgia,Public Out-of-State,2-year,Fees/Tuition,8038
2019,Georgia,Public Out-of-State,4-year,Fees/Tuition,22751
2019,Georgia,Public Out-of-State,4-year,Room/Board,10683
2019,Hawaii,Private,4-year,Fees/Tuition,17098
2019,Hawaii,Private,4-year,Room/Board,12683
2019,Hawaii,Public In-State,2-year,Fees/Tuition,3140
2019,Hawaii,Public In-State,4-year,Fees/Tuition,9952
2019,Hawaii,Public In-State,4-year,Room/Board,11914
2019,Hawaii,Public Out-of-State,2-year,Fees/Tuition,8277
2019,Hawaii,Public Out-of-State,4-year,Fees/Tuition,31581
2019,Hawaii,Public Out-of-State,4-year,Room/Board,11914
2019,Idaho,Private,4-year,Fees/Tuition,6139
2019,Idaho,Private,4-year,Room/Board,7019
2019,Idaho,Public In-State,2-year,Fees/Tuition,3345
2019,Idaho,Public In-State,4-year,Fees/Tuition,7586
2019,Idaho,Public In-State,4-year,Room/Board,8549
2019,Idaho,Public Out-of-State,2-year,Fees/Tuition,7971
2019,Idaho,Public Out-of-State,4-year,Fees/Tuition,23850
2019,Idaho,Public Out-of-State,4-year,Room/Board,8549
2019,Illinois,Private,4-year,Fees/Tuition,33454
2019,Illinois,Private,4-year,Room/Board,13098
2019,Illinois,Public In-State,2-year,Fees/Tuition,3966
2019,Illinois,Public In-State,4-year,Fees/Tuition,14259
2019,Illinois,Public In-State,4-year,Room/Board,11209
2019,Illinois,Public Out-of-State,2-year,Fees/Tuition,11480
2019,Illinois,Public Out-of-State,4-year,Fees/Tuition,28522
2019,Illinois,Public Out-of-State,4-year,Room/Board,11209
2019,Indiana,Private,4-year,Fees/Tuition,33402
2019,Indiana,Private,4-year,Room/Board,11980
2019,Indiana,Public In-State,2-year,Fees/Tuition,4368
2019,Indiana,Public In-State,4-year,Fees/Tuition,9225
2019,Indiana,Public In-State,4-year,Room/Board,10530
2019,Indiana,Public Out-of-State,2-year,Fees/Tuition,8402
2019,Indiana,Public Out-of-State,4-year,Fees/Tuition,29092
2019,Indiana,Public Out-of-State,4-year,Room/Board,10530
2019,Iowa,Private,4-year,Fees/Tuition,33821
2019,Iowa,Private,4-year,Room/Board,9543
2019,Iowa,Public In-State,2-year,Fees/Tuition,5137
2019,Iowa,Public In-State,4-year,Fees/Tuition,9966
2019,Iowa,Public In-State,4-year,Room/Board,10156
2019,Iowa,Public Out-of-State,2-year,Fees/Tuition,6449
2019,Iowa,Public Out-of-State,4-year,Fees/Tuition,24521
2019,Iowa,Public Out-of-State,4-year,Room/Board,10156
2019,Kansas,Private,4-year,Fees/Tuition,22571
2019,Kansas,Private,4-year,Room/Board,9130
2019,Kansas,Public In-State,2-year,Fees/Tuition,3435
2019,Kansas,Public In-State,4-year,Fees/Tuition,8941
2019,Kansas,Public In-State,4-year,Room/Board,9678
2019,Kansas,Public Out-of-State,2-year,Fees/Tuition,4491
2019,Kansas,Public Out-of-State,4-year,Fees/Tuition,23302
2019,Kansas,Public Out-of-State,4-year,Room/Board,9678
2019,Kentucky,Private,4-year,Fees/Tuition,27648
2019,Kentucky,Private,4-year,Room/Board,9433
2019,Kentucky,Public In-State,2-year,Fees/Tuition,4274
2019,Kentucky,Public In-State,4-year,Fees/Tuition,10674
2019,Kentucky,Public In-State,4-year,Room/Board,10639
2019,Kentucky,Public Out-of-State,2-year,Fees/Tuition,14418
2019,Kentucky,Public Out-of-State,4-year,Fees/Tuition,25430
2019,Kentucky,Public Out-of-State,4-year,Room/Board,10639
2019,Louisiana,Private,4-year,Fees/Tuition,37830
2019,Louisiana,Private,4-year,Room/Board,13195
2019,Louisiana,Public In-State,2-year,Fees/Tuition,4143
2019,Louisiana,Public In-State,4-year,Fees/Tuition,9358
2019,Louisiana,Public In-State,4-year,Room/Board,9847
2019,Louisiana,Public Out-of-State,2-year,Fees/Tuition,8034
2019,Louisiana,Public Out-of-State,4-year,Fees/Tuition,22208
2019,Louisiana,Public Out-of-State,4-year,Room/Board,9847
2019,Maine,Private,4-year,Fees/Tuition,38972
2019,Maine,Private,4-year,Room/Board,13555
2019,Maine,Public In-State,2-year,Fees/Tuition,3753
2019,Maine,Public In-State,4-year,Fees/Tuition,9930
2019,Maine,Public In-State,4-year,Room/Board,10265
2019,Maine,Public Out-of-State,2-year,Fees/Tuition,6614
2019,Maine,Public Out-of-State,4-year,Fees/Tuition,27735
2019,Maine,Public Out-of-State,4-year,Room/Board,10265
2019,Maryland,Private,4-year,Fees/Tuition,43141
2019,Maryland,Private,4-year,Room/Board,14081
2019,Maryland,Public In-State,2-year,Fees/Tuition,4225
2019,Maryland,Public In-State,4-year,Fees/Tuition,9521
2019,Maryland,Public In-State,4-year,Room/Board,12374
2019,Maryland,Public Out-of-State,2-year,Fees/Tuition,9990
2019,Maryland,Public Out-of-State,4-year,Fees/Tuition,26883
2019,Maryland,Public Out-of-State,4-year,Room/Board,12374
2019,Massachusetts,Private,4-year,Fees/Tuition,46016
2019,Massachusetts,Private,4-year,Room/Board,15732
2019,Massachusetts,Public In-State,2-year,Fees/Tuition,5192
2019,Massachusetts,Public In-State,4-year,Fees/Tuition,13286
2019,Massachusetts,Public In-State,4-year,Room/Board,13501
2019,Massachusetts,Public Out-of-State,2-year,Fees/Tuition,10606
2019,Massachusetts,Public Out-of-State,4-year,Fees/Tuition,30966
2019,Massachusetts,Public Out-of-State,4-year,Room/Board,13501
2019,Michigan,Private,4-year,Fees/Tuition,27936
2019,Michigan,Private,4-year,Room/Board,10139
2019,Michigan,Public In-State,2-year,Fees/Tuition,3582
2019,Michigan,Public In-State,4-year,Fees/Tuition,12888
2019,Michigan,Public In-State,4-year,Room/Board,10488
2019,Michigan,Public Out-of-State,2-year,Fees/Tuition,6372
2019,Michigan,Public Out-of-State,4-year,Fees/Tuition,35844
2019,Michigan,Public Out-of-State,4-year,Room/Board,10488
2019,Minnesota,Private,4-year,Fees/Tuition,33212
2019,Minnesota,Private,4-year,Room/Board,10465
2019,Minnesota,Public In-State,2-year,Fees/Tuition,5389
2019,Minnesota,Public In-State,4-year,Fees/Tuition,11381
2019,Minnesota,Public In-State,4-year,Room/Board,9479
2019,Minnesota,Public Out-of-State,2-year,Fees/Tuition,5947
2019,Minnesota,Public Out-of-State,4-year,Fees/Tuition,22780
2019,Minnesota,Public Out-of-State,4-year,Room/Board,9479
2019,Mississippi,Private,4-year,Fees/Tuition,17953
2019,Mississippi,Private,4-year,Room/Board,8399
2019,Mississippi,Public In-State,2-year,Fees/Tuition,3262
2019,Mississippi,Public In-State,4-year,Fees/Tuition,8340
2019,Mississippi,Public In-State,4-year,Room/Board,10051
2019,Mississippi,Public Out-of-State,2-year,Fees/Tuition,5709
2019,Mississippi,Public Out-of-State,4-year,Fees/Tuition,19942
2019,Mississippi,Public Out-of-State,4-year,Room/Board,10051
2019,Missouri,Private,4-year,Fees/Tuition,25417
2019,Missouri,Private,4-year,Room/Board,10386
2019,Missouri,Public In-State,2-year,Fees/Tuition,3358
2019,Missouri,Public In-State,4-year,Fees/Tuition,8554
2019,Missouri,Public In-State,4-year,Room/Board,9567
2019,Missouri,Public Out-of-State,2-year,Fees/Tuition,6558
2019,Missouri,Public Out-of-State,4-year,Fees/Tuition,19914
2019,Missouri,Public Out-of-State,4-year,Room/Board,9567
2019,Montana,Private,4-year,Fees/Tuition,25918
2019,Montana,Private,4-year,Room/Board,9070
2019,Montana,Public In-State,2-year,Fees/Tuition,3756
2019,Montana,Public In-State,4-year,Fees/Tuition,6972
2019,Montana,Public In-State,4-year,Room/Board,9632
2019,Montana,Public Out-of-State,2-year,Fees/Tuition,8394
2019,Montana,Public Out-of-State,4-year,Fees/Tuition,24481
2019,Montana,Public Out-of-State,4-year,Room/Board,9632
2019,Nebraska,Private,4-year,Fees/Tuition,25075
2019,Nebraska,Private,4-year,Room/Board,9551
2019,Nebraska,Public In-State,2-year,Fees/Tuition,3174
2019,Nebraska,Public In-State,4-year,Fees/Tuition,8467
2019,Nebraska,Public In-State,4-year,Room/Board,11084
2019,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3985
2019,Nebraska,Public Out-of-State,4-year,Fees/Tuition,21516
2019,Nebraska,Public Out-of-State,4-year,Room/Board,11084
2019,Nevada,Private,4-year,Fees/Tuition,24423
2019,Nevada,Private,4-year,Room/Board,13707
2019,Nevada,Public In-State,4-year,Fees/Tuition,5845
2019,Nevada,Public In-State,4-year,Room/Board,11659
2019,Nevada,Public Out-of-State,4-year,Fees/Tuition,21125
2019,Nevada,Public Out-of-State,4-year,Room/Board,11659
2019,New Hampshire,Private,4-year,Fees/Tuition,33364
2019,New Hampshire,Private,4-year,Room/Board,13588
2019,New Hampshire,Public In-State,2-year,Fees/Tuition,7599
2019,New Hampshire,Public In-State,4-year,Fees/Tuition,16329
